# Kinnekulle Ring planar centerline, L = 2052.2 m
# from OSM (way["highway"="raceway"](58.52,13.33,58.60,13.45)); (c) OpenStreetMap contributors, ODbL 1.0
# smoothed with a periodic Gaussian, sigma = 6 m; elevation dropped
s_m,x_m,y_m,psi_rad,kappa_1pm
1260.000000,-379.015023,-63.092478,-3.793561,-0.000001
1265.000000,-382.989455,-60.058687,-3.793593,-0.000017
1270.000000,-386.963505,-57.024395,-3.793942,-0.000154
1275.000000,-390.934840,-53.986552,-3.795837,-0.000684
1280.000000,-394.895190,-50.934414,-3.801495,-0.001580
1285.000000,-398.831910,-47.851880,-3.810938,-0.002114
1290.000000,-402.735592,-44.727635,-3.822765,-0.002755
1295.000000,-406.594326,-41.548108,-3.841228,-0.004823
1300.000000,-410.375126,-38.276519,-3.870287,-0.006534
1305.000000,-414.050004,-34.886441,-3.903398,-0.006636
1310.000000,-417.607767,-31.373736,-3.939012,-0.007925
1315.000000,-421.021582,-27.721266,-3.987035,-0.011713
1320.000000,-424.207817,-23.869883,-4.062631,-0.019019
1325.000000,-427.015092,-19.736273,-4.180753,-0.028282
1330.000000,-429.207103,-15.249546,-4.338653,-0.034102
1335.000000,-430.633838,-10.464615,-4.512610,-0.034830
1340.000000,-431.192127,-5.502423,-4.679543,-0.031819
1345.000000,-430.982936,-0.512178,-4.829813,-0.028316
1350.000000,-430.049832,4.395866,-4.963446,-0.025198
1355.000000,-428.525022,9.154116,-5.079400,-0.020939
1360.000000,-426.499546,13.723225,-5.174713,-0.017850
1365.000000,-424.074109,18.093129,-5.266602,-0.019559
1370.000000,-421.227857,22.200750,-5.371135,-0.021610
1375.000000,-417.967725,25.988182,-5.471829,-0.017904
1380.000000,-414.381064,29.469931,-5.547116,-0.012563
1385.000000,-410.578773,32.715573,-5.604750,-0.011174
1390.000000,-406.596695,35.737875,-5.665375,-0.013172
1395.000000,-402.427905,38.496439,-5.731008,-0.012404
1400.000000,-398.098351,40.996063,-5.784841,-0.009367
1405.000000,-393.652476,43.282666,-5.832004,-0.009989
1410.000000,-389.098552,45.345422,-5.884542,-0.010475
1415.000000,-384.445085,47.172941,-5.929911,-0.007485
1420.000000,-379.725649,48.823580,-5.961614,-0.005584
1425.000000,-374.960947,50.338761,-5.988109,-0.004929
1430.000000,-370.161246,51.739422,-6.008331,-0.002980
1435.000000,-365.340856,53.067423,-6.018541,-0.001338
1440.000000,-360.510797,54.359873,-6.025293,-0.001636
1445.000000,-355.669840,55.610795,-6.036517,-0.002800
1450.000000,-350.812548,56.796622,-6.050958,-0.002706
1455.000000,-345.940095,57.918640,-6.061206,-0.001353
1460.000000,-341.060007,59.007082,-6.065172,-0.000347
1465.000000,-336.177743,60.085736,-6.065990,-0.000046
1470.000000,-331.295140,61.162853,-6.066088,-0.000007
1475.000000,-326.412471,62.239675,-6.066200,-0.000052
1480.000000,-321.529456,63.314926,-6.066984,-0.000317
1485.000000,-316.644535,64.381474,-6.070203,-0.001019
1490.000000,-311.754296,65.423316,-6.077164,-0.001689
1495.000000,-306.855751,66.425352,-6.085321,-0.001437
1500.000000,-301.950358,67.393369,-6.090510,-0.000630
1505.000000,-297.041784,68.345152,-6.092273,-0.000144
1510.000000,-292.132406,69.292789,-6.092598,-0.000017
1515.000000,-287.222918,70.239846,-6.092631,-0.000002
1520.000000,-282.313416,71.186837,-6.092651,-0.000010
1525.000000,-277.403841,72.133452,-6.092866,-0.000096
1530.000000,-272.493738,73.077317,-6.094079,-0.000446
1535.000000,-267.581406,74.009494,-6.097882,-0.001077
1540.000000,-262.664284,74.916034,-6.104205,-0.001342
1545.000000,-257.741412,75.790815,-6.109874,-0.000859
1550.000000,-252.814862,76.644681,-6.112639,-0.000283
1555.000000,-247.886988,77.490882,-6.113358,-0.000048
1560.000000,-242.958855,78.335576,-6.113459,-0.000004
1565.000000,-238.030695,79.180110,-6.113467,-0.000000
1570.000000,-233.102530,80.024617,-6.113484,-0.000010
1575.000000,-228.174300,80.868742,-6.113717,-0.000109
1580.000000,-223.245514,81.709611,-6.115252,-0.000597
1585.000000,-218.314007,82.534327,-6.120866,-0.001694
1590.000000,-213.375849,83.318107,-6.131640,-0.002456
1595.000000,-208.428795,84.043587,-6.142716,-0.001807
1600.000000,-203.475514,84.725434,-6.148834,-0.000675
1605.000000,-198.519779,85.389275,-6.150614,-0.000129
1610.000000,-193.563519,86.049187,-6.150892,-0.000012
1615.000000,-188.607197,86.708638,-6.150915,-0.000001
1620.000000,-183.650872,87.368062,-6.150915,-0.000000
1625.000000,-178.694543,88.027459,-6.150941,-0.000014
1630.000000,-173.738145,88.686336,-6.151273,-0.000161
1635.000000,-168.781053,89.339958,-6.153768,-0.000981
1640.000000,-163.820589,89.967324,-6.163360,-0.003027
1645.000000,-158.851243,90.519133,-6.183589,-0.004798
1650.000000,-153.870627,90.957468,-6.206410,-0.003910
1655.000000,-148.882441,91.300261,-6.220172,-0.001649
1660.000000,-143.891435,91.599935,-6.225039,-0.000530
1665.000000,-138.899471,91.883266,-6.228487,-0.001057
1670.000000,-133.905998,92.138254,-6.237933,-0.002846
1675.000000,-128.909480,92.322453,-6.255914,-0.004076
1680.000000,-123.910332,92.409919,-6.274446,-0.003021
1685.000000,-118.910376,92.422718,-6.284719,-0.001178
1690.000000,-113.910413,92.404219,-6.288215,-0.000407
1695.000000,-108.910510,92.373292,-6.290943,-0.000809
1700.000000,-103.910789,92.321384,-6.297306,-0.001747
1705.000000,-98.911710,92.226785,-6.307079,-0.001991
1710.000000,-93.913743,92.084815,-6.315241,-0.001174
1715.000000,-88.916693,91.913179,-6.318886,-0.000360
1720.000000,-83.919991,91.731608,-6.319828,-0.000084
1725.000000,-78.923392,91.547228,-6.320457,-0.000222
1730.000000,-73.927029,91.356571,-6.322910,-0.000843
1735.000000,-68.931558,91.144068,-6.329349,-0.001691
1740.000000,-63.937980,90.891154,-6.338390,-0.001754
1745.000000,-58.946720,90.595847,-6.345221,-0.000938
1750.000000,-53.956905,90.276914,-6.348121,-0.000304
1755.000000,-48.967673,89.948951,-6.349644,-0.000420
1760.000000,-43.979243,89.609061,-6.354004,-0.001474
1765.000000,-38.993592,89.230973,-6.365268,-0.002974
1770.000000,-34.013915,88.781391,-6.381951,-0.003521
1775.000000,-29.042957,88.244024,-6.399865,-0.003752
1780.000000,-24.083121,87.612409,-6.421419,-0.004973
1785.000000,-19.140612,86.857640,-6.448510,-0.005669
1790.000000,-14.220857,85.966478,-6.476045,-0.005232
1795.000000,-9.326048,84.946960,-6.499472,-0.004024
1800.000000,-4.452138,83.831426,-6.514889,-0.002085
1805.000000,0.409539,82.663527,-6.521473,-0.000735
1810.000000,5.266387,81.475667,-6.524621,-0.000701
1815.000000,10.118624,80.269135,-6.529912,-0.001431
1820.000000,14.962394,79.029087,-6.538116,-0.001707
1825.000000,19.795791,77.749187,-6.545181,-0.001046
